,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.7620518,0.7637835,0.48400554,0.17876044
cluster_2,0.7620518,1.0,0.6937728,0.41064996,0.11898895
cluster_3,0.7637835,0.6937728,1.0,0.54595447,0.12895782
cluster_4,0.48400554,0.41064996,0.54595447,1.0,0.34966052
cluster_5,0.17876044,0.11898895,0.12895782,0.34966052,1.0
