,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.45080954,0.6421286,0.34539157,0.20813353,0.9727607,0.3635506,0.58038867,0.29333198,0.2757435
bigrams_clusters:cluster_2,0.45080954,1.0,0.64657456,0.2482167,0.19207324,0.5284254,0.83734626,0.532368,0.21806005,0.19765162
bigrams_clusters:cluster_3,0.6421286,0.64657456,1.0,0.19843097,0.24224205,0.7024122,0.45593885,0.83441854,0.22965716,0.17287174
bigrams_clusters:cluster_4,0.34539157,0.2482167,0.19843097,1.0,0.59154665,0.35139978,0.28691673,0.1857214,0.2563175,0.6310001
bigrams_clusters:cluster_5,0.20813353,0.19207324,0.24224205,0.59154665,1.0,0.22766201,0.151941,0.22143106,0.1611463,0.31582344
visual_clusters:cluster_1,0.9727607,0.5284254,0.7024122,0.35139978,0.22766201,1.0,0.4159603,0.6276557,0.29847217,0.29461896
visual_clusters:cluster_2,0.3635506,0.83734626,0.45593885,0.28691673,0.151941,0.4159603,1.0,0.39017513,0.22915556,0.22931989
visual_clusters:cluster_3,0.58038867,0.532368,0.83441854,0.1857214,0.22143106,0.6276557,0.39017513,1.0,0.4126308,0.14709377
visual_clusters:cluster_4,0.29333198,0.21806005,0.22965716,0.2563175,0.1611463,0.29847217,0.22915556,0.4126308,1.0,0.24321309
visual_clusters:cluster_5,0.2757435,0.19765162,0.17287174,0.6310001,0.31582344,0.29461896,0.22931989,0.14709377,0.24321309,1.0
