,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.4581918,0.5173582,0.4181944,0.13315804
cluster_2,0.4581918,1.0,0.61393744,0.37786323,0.18529925
cluster_3,0.5173582,0.61393744,1.0,0.578614,0.24903813
cluster_4,0.4181944,0.37786323,0.578614,1.0,0.29942355
cluster_5,0.13315804,0.18529925,0.24903813,0.29942355,1.0
