,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6463673,0.73037684,0.70035535,0.16295126
cluster_2,0.6463673,1.0,0.71236736,0.6367842,0.17123719
cluster_3,0.73037684,0.71236736,1.0,0.6437386,0.14616802
cluster_4,0.70035535,0.6367842,0.6437386,1.0,0.32994813
cluster_5,0.16295126,0.17123719,0.14616802,0.32994813,1.0
