,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.5629955,0.56007713,0.2450803,0.49594256,0.09402728,0.6765307,0.4141621,0.3859745
auditory_clusters:cluster_2,0.5629955,1.0,0.5706501,0.48924443,0.49900746,0.16583441,0.42200774,-0.01717852,0.011432368
auditory_clusters:cluster_3,0.56007713,0.5706501,1.0,0.3106837,0.57108575,0.18141842,0.39839858,0.22833301,0.27824652
auditory_clusters:cluster_4,0.2450803,0.48924443,0.3106837,1.0,0.3390747,0.31923842,0.28459978,-0.03667487,0.0048561795
auditory_clusters:cluster_5,0.49594256,0.49900746,0.57108575,0.3390747,1.0,0.08703275,0.44297433,0.27779177,0.3283805
auditory_clusters:cluster_6,0.09402728,0.16583441,0.18141842,0.31923842,0.08703275,1.0,0.19630533,-0.18970853,-0.1508875
auditory_clusters:cluster_7,0.6765307,0.42200774,0.39839858,0.28459978,0.44297433,0.19630533,1.0,0.34001225,0.4234493
syllables_clusters:cluster_1,0.4141621,-0.01717852,0.22833301,-0.03667487,0.27779177,-0.18970853,0.34001225,1.0,0.87487763
syllables_clusters:cluster_2,0.3859745,0.011432368,0.27824652,0.0048561795,0.3283805,-0.1508875,0.4234493,0.87487763,1.0
