,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.59117657,0.77848536,0.6595672,0.51655895
cluster_2,0.59117657,1.0,0.5455165,0.54804814,0.27688426
cluster_3,0.77848536,0.5455165,1.0,0.56275374,0.3570411
cluster_4,0.6595672,0.54804814,0.56275374,1.0,0.56875616
cluster_5,0.51655895,0.27688426,0.3570411,0.56875616,1.0
