,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.57979274,0.5419723,0.6291635,0.20343313
cluster_2,0.57979274,1.0,0.48115945,0.6257496,0.18052602
cluster_3,0.5419723,0.48115945,1.0,0.39892492,0.11362276
cluster_4,0.6291635,0.6257496,0.39892492,1.0,0.42122597
cluster_5,0.20343313,0.18052602,0.11362276,0.42122597,1.0
