,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5034231,0.7759065,0.60464954,0.17898707
cluster_2,0.5034231,1.0,0.5127629,0.46270856,0.14243785
cluster_3,0.7759065,0.5127629,1.0,0.5280058,0.23804225
cluster_4,0.60464954,0.46270856,0.5280058,1.0,0.21098843
cluster_5,0.17898707,0.14243785,0.23804225,0.21098843,1.0
