,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.68576634,0.5883114,0.4265535,0.26776695,0.428474,0.59378123,0.7426824,0.5124324
auditory_clusters:cluster_2,0.68576634,1.0,0.6278676,0.44320664,0.38206974,0.21059638,0.43393698,0.48114502,0.20405823
auditory_clusters:cluster_3,0.5883114,0.6278676,1.0,0.25489944,0.30076537,0.099866346,0.24881816,0.3812115,0.08728445
auditory_clusters:cluster_4,0.4265535,0.44320664,0.25489944,1.0,0.25171188,0.012326754,0.4191953,0.39049658,0.12893894
auditory_clusters:cluster_5,0.26776695,0.38206974,0.30076537,0.25171188,1.0,0.020995567,0.11354404,0.3080432,0.14836559
auditory_clusters:cluster_6,0.428474,0.21059638,0.099866346,0.012326754,0.020995567,1.0,0.2729274,0.37662002,0.32524666
auditory_clusters:cluster_7,0.59378123,0.43393698,0.24881816,0.4191953,0.11354404,0.2729274,1.0,0.4788421,0.31077105
syllables_clusters:cluster_1,0.7426824,0.48114502,0.3812115,0.39049658,0.3080432,0.37662002,0.4788421,1.0,0.7923322
syllables_clusters:cluster_2,0.5124324,0.20405823,0.08728445,0.12893894,0.14836559,0.32524666,0.31077105,0.7923322,1.0
