,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.634387,0.7185515,0.4601514,0.30042782,0.971156,0.6051589,0.78502214,0.5781618,0.25259146
bigrams_clusters:cluster_2,0.634387,1.0,0.61932117,0.3111555,0.06735158,0.6265612,0.92497724,0.5922821,0.41402328,0.0054171607
bigrams_clusters:cluster_3,0.7185515,0.61932117,1.0,0.2879567,0.17515808,0.7519221,0.59025216,0.8730534,0.48967248,0.1450852
bigrams_clusters:cluster_4,0.4601514,0.3111555,0.2879567,1.0,0.65899396,0.48152152,0.24555796,0.42597407,0.6023997,0.5478958
bigrams_clusters:cluster_5,0.30042782,0.06735158,0.17515808,0.65899396,1.0,0.32769793,-0.00285424,0.30676958,0.41071808,0.55045635
visual_clusters:cluster_1,0.971156,0.6265612,0.7519221,0.48152152,0.32769793,1.0,0.60056704,0.83073604,0.65769124,0.25676215
visual_clusters:cluster_2,0.6051589,0.92497724,0.59025216,0.24555796,-0.00285424,0.60056704,1.0,0.54983985,0.38264564,-0.0143110845
visual_clusters:cluster_3,0.78502214,0.5922821,0.8730534,0.42597407,0.30676958,0.83073604,0.54983985,1.0,0.6548563,0.29814497
visual_clusters:cluster_4,0.5781618,0.41402328,0.48967248,0.6023997,0.41071808,0.65769124,0.38264564,0.6548563,1.0,0.26873744
visual_clusters:cluster_5,0.25259146,0.0054171607,0.1450852,0.5478958,0.55045635,0.25676215,-0.0143110845,0.29814497,0.26873744,1.0
