,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.47375628,0.5158337,0.40869108,0.39517877,0.9403526,0.4436096,0.4025726,0.53992033,0.14171699
bigrams_clusters:cluster_2,0.47375628,1.0,0.45795226,0.27513206,0.2109835,0.51847446,0.89281356,0.4101281,0.5452141,0.11463427
bigrams_clusters:cluster_3,0.5158337,0.45795226,1.0,0.14976712,0.16396993,0.5430104,0.50153327,0.7522868,0.2748805,0.20022905
bigrams_clusters:cluster_4,0.40869108,0.27513206,0.14976712,1.0,0.6934957,0.420548,0.19094901,0.13415861,0.45657167,0.39741993
bigrams_clusters:cluster_5,0.39517877,0.2109835,0.16396993,0.6934957,1.0,0.41353852,0.13238232,0.13504371,0.34804314,0.182206
visual_clusters:cluster_1,0.9403526,0.51847446,0.5430104,0.420548,0.41353852,1.0,0.48094538,0.4664638,0.6048437,0.11986888
visual_clusters:cluster_2,0.4436096,0.89281356,0.50153327,0.19094901,0.13238232,0.48094538,1.0,0.4403622,0.46716255,0.21228771
visual_clusters:cluster_3,0.4025726,0.4101281,0.7522868,0.13415861,0.13504371,0.4664638,0.4403622,1.0,0.442391,0.1468608
visual_clusters:cluster_4,0.53992033,0.5452141,0.2748805,0.45657167,0.34804314,0.6048437,0.46716255,0.442391,1.0,0.15911563
visual_clusters:cluster_5,0.14171699,0.11463427,0.20022905,0.39741993,0.182206,0.11986888,0.21228771,0.1468608,0.15911563,1.0
