,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6544007,0.69314843,0.15288198,0.22048248,0.96023744,0.61785203,0.73379004,0.28598493,0.027003381
bigrams_clusters:cluster_2,0.6544007,1.0,0.6157286,0.2760947,0.3231266,0.6883319,0.9406173,0.6244933,0.23253496,0.12440755
bigrams_clusters:cluster_3,0.69314843,0.6157286,1.0,-0.034903307,0.12544376,0.7098848,0.5370052,0.8685912,0.24943785,-0.13019706
bigrams_clusters:cluster_4,0.15288198,0.2760947,-0.034903307,1.0,0.7549192,0.16979833,0.25370467,-0.030610012,0.12389216,0.8152294
bigrams_clusters:cluster_5,0.22048248,0.3231266,0.12544376,0.7549192,1.0,0.23401268,0.27115193,0.050426386,0.16193032,0.5502428
visual_clusters:cluster_1,0.96023744,0.6883319,0.7098848,0.16979833,0.23401268,1.0,0.64995927,0.77155894,0.3241846,0.031272575
visual_clusters:cluster_2,0.61785203,0.9406173,0.5370052,0.25370467,0.27115193,0.64995927,1.0,0.5917507,0.27139056,0.11911771
visual_clusters:cluster_3,0.73379004,0.6244933,0.8685912,-0.030610012,0.050426386,0.77155894,0.5917507,1.0,0.35833085,-0.07724657
visual_clusters:cluster_4,0.28598493,0.23253496,0.24943785,0.12389216,0.16193032,0.3241846,0.27139056,0.35833085,1.0,0.09973802
visual_clusters:cluster_5,0.027003381,0.12440755,-0.13019706,0.8152294,0.5502428,0.031272575,0.11911771,-0.07724657,0.09973802,1.0
