,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5020805,0.52614933,0.6898734,0.3532762
cluster_2,0.5020805,1.0,0.5747087,0.52344334,0.25435492
cluster_3,0.52614933,0.5747087,1.0,0.5633052,0.19268271
cluster_4,0.6898734,0.52344334,0.5633052,1.0,0.36331308
cluster_5,0.3532762,0.25435492,0.19268271,0.36331308,1.0
