,AUD_AWFA,AWFA_p-e09,BIG_OWFA,SYL_mAWFA,VIS_IFG,VIS_VWFA
AUD_AWFA,0.0,-0.010417900999847074,-0.069563279725184,-0.15807568066777378,-0.06108542348874646,-0.1372275043463666
AWFA_p-e09,-0.010417900999847074,0.0,-0.08064038646430932,-0.12781363041868338,-0.058948917730735795,-0.13652938046297936
BIG_OWFA,-0.069563279725184,-0.08064038646430932,0.0,-0.3891957855611865,-0.02343166953779613,0.02541371387331287
SYL_mAWFA,-0.15807568066777378,-0.12781363041868338,-0.3891957855611865,0.0,-0.2127989522001728,-0.48423663578375636
VIS_IFG,-0.06108542348874646,-0.058948917730735795,-0.02343166953779613,-0.2127989522001728,0.0,-0.059659814379734
VIS_VWFA,-0.1372275043463666,-0.13652938046297936,0.02541371387331287,-0.48423663578375636,-0.059659814379734,0.0
