,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.49838153,0.4221519,0.3702581,0.21076575,0.9441109,0.5350918,0.602265,0.42656672,0.0869559
bigrams_clusters:cluster_2,0.49838153,1.0,0.48078832,0.3854777,0.31337416,0.5525801,0.89265627,0.66059625,0.4733511,0.15878034
bigrams_clusters:cluster_3,0.4221519,0.48078832,1.0,0.19021378,0.049078584,0.4497378,0.42612705,0.6564329,0.30690974,0.123766676
bigrams_clusters:cluster_4,0.3702581,0.3854777,0.19021378,1.0,0.47624597,0.41504014,0.34654325,0.28605464,0.56222415,0.4524624
bigrams_clusters:cluster_5,0.21076575,0.31337416,0.049078584,0.47624597,1.0,0.2400366,0.31297246,0.24408957,0.28420207,0.42737457
visual_clusters:cluster_1,0.9441109,0.5525801,0.4497378,0.41504014,0.2400366,1.0,0.5661064,0.6585776,0.51818126,0.122671016
visual_clusters:cluster_2,0.5350918,0.89265627,0.42612705,0.34654325,0.31297246,0.5661064,1.0,0.68948096,0.4731893,0.15278848
visual_clusters:cluster_3,0.602265,0.66059625,0.6564329,0.28605464,0.24408957,0.6585776,0.68948096,1.0,0.4846432,0.16279829
visual_clusters:cluster_4,0.42656672,0.4733511,0.30690974,0.56222415,0.28420207,0.51818126,0.4731893,0.4846432,1.0,0.37001333
visual_clusters:cluster_5,0.0869559,0.15878034,0.123766676,0.4524624,0.42737457,0.122671016,0.15278848,0.16279829,0.37001333,1.0
