,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.72990716,0.79454505,0.6634899,0.27708614
cluster_2,0.72990716,1.0,0.6297417,0.5248864,0.20896922
cluster_3,0.79454505,0.6297417,1.0,0.5458448,0.23758504
cluster_4,0.6634899,0.5248864,0.5458448,1.0,0.3522891
cluster_5,0.27708614,0.20896922,0.23758504,0.3522891,1.0
