,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.66970015,0.5180847,0.16194926,0.22511886,0.96137345,0.6883204,0.4315036,0.38711166,0.20334771
bigrams_clusters:cluster_2,0.66970015,1.0,0.6033116,0.21604425,0.22952218,0.7153446,0.9245109,0.6011787,0.46423656,0.15718661
bigrams_clusters:cluster_3,0.5180847,0.6033116,1.0,0.04566293,0.18985826,0.55564815,0.52503574,0.7538458,0.30157173,0.0153146265
bigrams_clusters:cluster_4,0.16194926,0.21604425,0.04566293,1.0,0.5776471,0.18957826,0.24201877,0.19745283,0.36657962,0.6072643
bigrams_clusters:cluster_5,0.22511886,0.22952218,0.18985826,0.5776471,1.0,0.23738857,0.25516292,0.28422368,0.33540848,0.4040639
visual_clusters:cluster_1,0.96137345,0.7153446,0.55564815,0.18957826,0.23738857,1.0,0.7120199,0.5032984,0.44578233,0.22103022
visual_clusters:cluster_2,0.6883204,0.9245109,0.52503574,0.24201877,0.25516292,0.7120199,1.0,0.53950256,0.45750168,0.18544587
visual_clusters:cluster_3,0.4315036,0.6011787,0.7538458,0.19745283,0.28422368,0.5032984,0.53950256,1.0,0.6183127,0.08775515
visual_clusters:cluster_4,0.38711166,0.46423656,0.30157173,0.36657962,0.33540848,0.44578233,0.45750168,0.6183127,1.0,0.27666178
visual_clusters:cluster_5,0.20334771,0.15718661,0.0153146265,0.6072643,0.4040639,0.22103022,0.18544587,0.08775515,0.27666178,1.0
