,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6490198,0.76915294,0.3360577,0.040437467
cluster_2,0.6490198,1.0,0.5932855,0.276547,0.12068615
cluster_3,0.76915294,0.5932855,1.0,0.35098934,-0.035967387
cluster_4,0.3360577,0.276547,0.35098934,1.0,0.11196182
cluster_5,0.040437467,0.12068615,-0.035967387,0.11196182,1.0
