,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.48133752,0.37517005,0.26175877,0.10754432,0.9237865,0.5172548,0.34057516,0.23491202,0.044309884
bigrams_clusters:cluster_2,0.48133752,1.0,0.43988872,0.17777452,-0.009872927,0.5798994,0.8654752,0.38834313,0.4189183,-0.032378387
bigrams_clusters:cluster_3,0.37517005,0.43988872,1.0,0.099389076,-0.0016416165,0.40819314,0.43468475,0.5231343,0.16959758,-0.0052612433
bigrams_clusters:cluster_4,0.26175877,0.17777452,0.099389076,1.0,0.4914096,0.32965976,0.21233259,0.25163954,0.36370564,0.4805514
bigrams_clusters:cluster_5,0.10754432,-0.009872927,-0.0016416165,0.4914096,1.0,0.09093264,0.08304536,0.17176689,0.07729961,0.4569623
visual_clusters:cluster_1,0.9237865,0.5798994,0.40819314,0.32965976,0.09093264,1.0,0.5859924,0.44984674,0.3603694,0.051907483
visual_clusters:cluster_2,0.5172548,0.8654752,0.43468475,0.21233259,0.08304536,0.5859924,1.0,0.4725309,0.31259134,0.14545651
visual_clusters:cluster_3,0.34057516,0.38834313,0.5231343,0.25163954,0.17176689,0.44984674,0.4725309,1.0,0.43878216,0.22716038
visual_clusters:cluster_4,0.23491202,0.4189183,0.16959758,0.36370564,0.07729961,0.3603694,0.31259134,0.43878216,1.0,0.0477868
visual_clusters:cluster_5,0.044309884,-0.032378387,-0.0052612433,0.4805514,0.4569623,0.051907483,0.14545651,0.22716038,0.0477868,1.0
