,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.72623414,0.4683011,0.46910712,0.41483238,0.46789062,0.63707024,0.5565825,0.32987937
auditory_clusters:cluster_2,0.72623414,1.0,0.2842962,0.511703,0.52206403,0.30972508,0.5458682,0.569164,0.3139043
auditory_clusters:cluster_3,0.4683011,0.2842962,1.0,0.06434105,0.13228,0.21996976,0.18034153,0.1750601,0.09859432
auditory_clusters:cluster_4,0.46910712,0.511703,0.06434105,1.0,0.3091356,0.27100575,0.413986,0.22631955,0.043028
auditory_clusters:cluster_5,0.41483238,0.52206403,0.13228,0.3091356,1.0,0.1649466,0.26624522,0.36745626,0.18119188
auditory_clusters:cluster_6,0.46789062,0.30972508,0.21996976,0.27100575,0.1649466,1.0,0.5245588,0.46487755,0.47849083
auditory_clusters:cluster_7,0.63707024,0.5458682,0.18034153,0.413986,0.26624522,0.5245588,1.0,0.39904907,0.3318833
syllables_clusters:cluster_1,0.5565825,0.569164,0.1750601,0.22631955,0.36745626,0.46487755,0.39904907,1.0,0.8700094
syllables_clusters:cluster_2,0.32987937,0.3139043,0.09859432,0.043028,0.18119188,0.47849083,0.3318833,0.8700094,1.0
