,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.41745713,0.6016231,0.43912286,0.22719032
cluster_2,0.41745713,1.0,0.51093376,0.40425986,0.343688
cluster_3,0.6016231,0.51093376,1.0,0.68068284,0.44748062
cluster_4,0.43912286,0.40425986,0.68068284,1.0,0.53695744
cluster_5,0.22719032,0.343688,0.44748062,0.53695744,1.0
