,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.61929375,0.83684963,0.6671135,0.24718167
cluster_2,0.61929375,1.0,0.56939566,0.3965724,-0.02946121
cluster_3,0.83684963,0.56939566,1.0,0.66548425,0.28324813
cluster_4,0.6671135,0.3965724,0.66548425,1.0,0.25611624
cluster_5,0.24718167,-0.02946121,0.28324813,0.25611624,1.0
