,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.50531656,0.553866,0.60413766,0.11350452
cluster_2,0.50531656,1.0,0.38842022,0.42673674,0.09488683
cluster_3,0.553866,0.38842022,1.0,0.5041425,0.18780021
cluster_4,0.60413766,0.42673674,0.5041425,1.0,0.3129568
cluster_5,0.11350452,0.09488683,0.18780021,0.3129568,1.0
