,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.46355486,0.8292425,0.52377546,0.22584175
cluster_2,0.46355486,1.0,0.45755753,0.4283138,0.0831478
cluster_3,0.8292425,0.45755753,1.0,0.623429,0.19642825
cluster_4,0.52377546,0.4283138,0.623429,1.0,0.43197826
cluster_5,0.22584175,0.0831478,0.19642825,0.43197826,1.0
