,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.61010003,0.76988536,0.704923,0.1432523
cluster_2,0.61010003,1.0,0.5728855,0.4499788,0.0012734012
cluster_3,0.76988536,0.5728855,1.0,0.66655934,0.07884127
cluster_4,0.704923,0.4499788,0.66655934,1.0,0.025337256
cluster_5,0.1432523,0.0012734012,0.07884127,0.025337256,1.0
