,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.66606796,0.4656033,0.6943155,0.3824975,0.35395357,0.66324794,0.24018905,-0.08333091
auditory_clusters:cluster_2,0.66606796,1.0,0.35787892,0.6074949,0.5227983,0.3304422,0.4426259,0.15562361,-0.20150831
auditory_clusters:cluster_3,0.4656033,0.35787892,1.0,0.5119569,0.23129311,0.28839114,0.3846543,0.32834736,0.080705106
auditory_clusters:cluster_4,0.6943155,0.6074949,0.5119569,1.0,0.29075113,0.33023864,0.5280659,0.2644718,-0.07301585
auditory_clusters:cluster_5,0.3824975,0.5227983,0.23129311,0.29075113,1.0,0.14089185,0.29264393,0.19111954,-0.020328013
auditory_clusters:cluster_6,0.35395357,0.3304422,0.28839114,0.33023864,0.14089185,1.0,0.4380872,0.18561663,0.07560058
auditory_clusters:cluster_7,0.66324794,0.4426259,0.3846543,0.5280659,0.29264393,0.4380872,1.0,0.28082398,0.060999986
syllables_clusters:cluster_1,0.24018905,0.15562361,0.32834736,0.2644718,0.19111954,0.18561663,0.28082398,1.0,0.7906928
syllables_clusters:cluster_2,-0.08333091,-0.20150831,0.080705106,-0.07301585,-0.020328013,0.07560058,0.060999986,0.7906928,1.0
