,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.72194076,0.7491796,0.7500458,0.2138302
cluster_2,0.72194076,1.0,0.5879944,0.5394542,0.07879918
cluster_3,0.7491796,0.5879944,1.0,0.68367004,0.15874751
cluster_4,0.7500458,0.5394542,0.68367004,1.0,0.36544156
cluster_5,0.2138302,0.07879918,0.15874751,0.36544156,1.0
