,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.50170285,0.37813687,0.43427098,0.325795,0.3197502,0.5060093,0.32383302,0.1623966
auditory_clusters:cluster_2,0.50170285,1.0,0.45096976,0.39476705,0.12684889,0.31274414,0.29529762,0.15956199,0.04713447
auditory_clusters:cluster_3,0.37813687,0.45096976,1.0,0.11042328,0.15122941,0.23081172,0.23335971,0.1538281,0.10748624
auditory_clusters:cluster_4,0.43427098,0.39476705,0.11042328,1.0,-0.0047715674,0.21120584,0.38984588,0.13134393,0.070767075
auditory_clusters:cluster_5,0.325795,0.12684889,0.15122941,-0.0047715674,1.0,-0.084787734,-0.016586138,0.14173542,0.10095212
auditory_clusters:cluster_6,0.3197502,0.31274414,0.23081172,0.21120584,-0.084787734,1.0,0.37060678,0.22770269,0.19468842
auditory_clusters:cluster_7,0.5060093,0.29529762,0.23335971,0.38984588,-0.016586138,0.37060678,1.0,0.26239154,0.15783125
syllables_clusters:cluster_1,0.32383302,0.15956199,0.1538281,0.13134393,0.14173542,0.22770269,0.26239154,1.0,0.83612406
syllables_clusters:cluster_2,0.1623966,0.04713447,0.10748624,0.070767075,0.10095212,0.19468842,0.15783125,0.83612406,1.0
