,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.29427898,0.7023413,0.30850077,0.19707793
cluster_2,0.29427898,1.0,0.49057966,0.23292176,0.09979432
cluster_3,0.7023413,0.49057966,1.0,0.3331834,0.17633718
cluster_4,0.30850077,0.23292176,0.3331834,1.0,0.37347624
cluster_5,0.19707793,0.09979432,0.17633718,0.37347624,1.0
