,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.4775363,0.52042985,0.54022473,0.14735442
cluster_2,0.4775363,1.0,0.63753915,0.37793347,0.18028618
cluster_3,0.52042985,0.63753915,1.0,0.27562317,0.12260195
cluster_4,0.54022473,0.37793347,0.27562317,1.0,0.37889537
cluster_5,0.14735442,0.18028618,0.12260195,0.37889537,1.0
