,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.7122959,0.577992,0.72290015,0.18019518,0.3996414,0.7224623,0.69356465,0.46713004
auditory_clusters:cluster_2,0.7122959,1.0,0.55357057,0.68735665,-0.0049258005,0.1320072,0.6719732,0.5676374,0.25991344
auditory_clusters:cluster_3,0.577992,0.55357057,1.0,0.3902791,-0.08773036,-0.020750945,0.42784426,0.41757432,0.22644307
auditory_clusters:cluster_4,0.72290015,0.68735665,0.3902791,1.0,0.15903392,0.3126816,0.70381653,0.4431581,0.27101806
auditory_clusters:cluster_5,0.18019518,-0.0049258005,-0.08773036,0.15903392,1.0,0.41124317,0.11129107,0.028087482,0.09089236
auditory_clusters:cluster_6,0.3996414,0.1320072,-0.020750945,0.3126816,0.41124317,1.0,0.28539443,0.24528146,0.27147335
auditory_clusters:cluster_7,0.7224623,0.6719732,0.42784426,0.70381653,0.11129107,0.28539443,1.0,0.57509214,0.45975268
syllables_clusters:cluster_1,0.69356465,0.5676374,0.41757432,0.4431581,0.028087482,0.24528146,0.57509214,1.0,0.83139086
syllables_clusters:cluster_2,0.46713004,0.25991344,0.22644307,0.27101806,0.09089236,0.27147335,0.45975268,0.83139086,1.0
