,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5899235,0.6907005,0.72116697,0.0077594845
cluster_2,0.5899235,1.0,0.51416624,0.6214085,0.051690146
cluster_3,0.6907005,0.51416624,1.0,0.6123323,-0.086997256
cluster_4,0.72116697,0.6214085,0.6123323,1.0,0.1869553
cluster_5,0.0077594845,0.051690146,-0.086997256,0.1869553,1.0
