,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.52325976,0.51584613,0.3660549,0.27259466,0.92945075,0.43145695,0.65942574,0.46820775,0.24408223
bigrams_clusters:cluster_2,0.52325976,1.0,0.5800424,0.3888708,0.2858261,0.5762141,0.89246356,0.65347046,0.344327,0.33742443
bigrams_clusters:cluster_3,0.51584613,0.5800424,1.0,0.27427852,0.2081998,0.49149266,0.52925545,0.8394293,0.36254108,0.28355017
bigrams_clusters:cluster_4,0.3660549,0.3888708,0.27427852,1.0,0.6513051,0.41335815,0.3269659,0.33021528,0.37748367,0.74882
bigrams_clusters:cluster_5,0.27259466,0.2858261,0.2081998,0.6513051,1.0,0.2845723,0.18619755,0.27551195,0.4469021,0.4886781
visual_clusters:cluster_1,0.92945075,0.5762141,0.49149266,0.41335815,0.2845723,1.0,0.47526214,0.64651436,0.5417398,0.27702552
visual_clusters:cluster_2,0.43145695,0.89246356,0.52925545,0.3269659,0.18619755,0.47526214,1.0,0.61088914,0.22757025,0.3040831
visual_clusters:cluster_3,0.65942574,0.65347046,0.8394293,0.33021528,0.27551195,0.64651436,0.61088914,1.0,0.45582315,0.30558792
visual_clusters:cluster_4,0.46820775,0.344327,0.36254108,0.37748367,0.4469021,0.5417398,0.22757025,0.45582315,1.0,0.2751751
visual_clusters:cluster_5,0.24408223,0.33742443,0.28355017,0.74882,0.4886781,0.27702552,0.3040831,0.30558792,0.2751751,1.0
