,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.70378,0.5453102,0.37951085,0.21135643,0.9646941,0.76036936,0.64980465,0.45037082,0.32052875
bigrams_clusters:cluster_2,0.70378,1.0,0.61786497,0.46492982,0.20284823,0.7236584,0.9395696,0.75557536,0.50822914,0.35392246
bigrams_clusters:cluster_3,0.5453102,0.61786497,1.0,0.46449593,0.19651642,0.55105114,0.6484117,0.78600836,0.2855351,0.35027254
bigrams_clusters:cluster_4,0.37951085,0.46492982,0.46449593,1.0,0.5881006,0.41422048,0.46990564,0.55386156,0.67746925,0.7540806
bigrams_clusters:cluster_5,0.21135643,0.20284823,0.19651642,0.5881006,1.0,0.19976184,0.1987815,0.23507863,0.38662875,0.46269447
visual_clusters:cluster_1,0.9646941,0.7236584,0.55105114,0.41422048,0.19976184,1.0,0.78487915,0.6993969,0.50514257,0.3454437
visual_clusters:cluster_2,0.76036936,0.9395696,0.6484117,0.46990564,0.1987815,0.78487915,1.0,0.7690452,0.4801232,0.34726667
visual_clusters:cluster_3,0.64980465,0.75557536,0.78600836,0.55386156,0.23507863,0.6993969,0.7690452,1.0,0.5325154,0.40322036
visual_clusters:cluster_4,0.45037082,0.50822914,0.2855351,0.67746925,0.38662875,0.50514257,0.4801232,0.5325154,1.0,0.5774192
visual_clusters:cluster_5,0.32052875,0.35392246,0.35027254,0.7540806,0.46269447,0.3454437,0.34726667,0.40322036,0.5774192,1.0
