,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.55821043,0.5294899,0.5794898,0.57809585,0.6262596,0.82635695,0.527296,0.4010442
auditory_clusters:cluster_2,0.55821043,1.0,0.2822776,0.5550074,0.34568903,0.49558002,0.53656834,0.23320746,0.17339139
auditory_clusters:cluster_3,0.5294899,0.2822776,1.0,0.30339882,0.42030016,0.28474274,0.3907943,0.2281162,0.09898991
auditory_clusters:cluster_4,0.5794898,0.5550074,0.30339882,1.0,0.40382993,0.5535405,0.4819148,0.12432346,0.053415716
auditory_clusters:cluster_5,0.57809585,0.34568903,0.42030016,0.40382993,1.0,0.3741524,0.48647913,0.32048643,0.2883512
auditory_clusters:cluster_6,0.6262596,0.49558002,0.28474274,0.5535405,0.3741524,1.0,0.5865851,0.3258388,0.31014657
auditory_clusters:cluster_7,0.82635695,0.53656834,0.3907943,0.4819148,0.48647913,0.5865851,1.0,0.6073139,0.498499
syllables_clusters:cluster_1,0.527296,0.23320746,0.2281162,0.12432346,0.32048643,0.3258388,0.6073139,1.0,0.8876817
syllables_clusters:cluster_2,0.4010442,0.17339139,0.09898991,0.053415716,0.2883512,0.31014657,0.498499,0.8876817,1.0
