,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.40735537,0.84581196,0.6020223,0.25646314
cluster_2,0.40735537,1.0,0.5083236,0.38266635,0.057941288
cluster_3,0.84581196,0.5083236,1.0,0.5416373,0.2561923
cluster_4,0.6020223,0.38266635,0.5416373,1.0,0.5312719
cluster_5,0.25646314,0.057941288,0.2561923,0.5312719,1.0
