,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.48846912,0.672249,0.4759573,0.14777213,0.27580515,0.3668077,0.6197533,0.531176
auditory_clusters:cluster_2,0.48846912,1.0,0.4547771,0.36460078,-0.11923208,0.25566834,0.49862853,0.18899257,0.0600169
auditory_clusters:cluster_3,0.672249,0.4547771,1.0,0.31764147,-0.06311535,0.36452013,0.31801394,0.49430496,0.421194
auditory_clusters:cluster_4,0.4759573,0.36460078,0.31764147,1.0,0.22884981,-0.027829058,0.25522083,0.08861736,-0.007248659
auditory_clusters:cluster_5,0.14777213,-0.11923208,-0.06311535,0.22884981,1.0,-0.07371503,-0.15972237,-0.031246828,0.09064108
auditory_clusters:cluster_6,0.27580515,0.25566834,0.36452013,-0.027829058,-0.07371503,1.0,0.39074242,0.39787993,0.39215556
auditory_clusters:cluster_7,0.3668077,0.49862853,0.31801394,0.25522083,-0.15972237,0.39074242,1.0,0.25882873,0.16838594
syllables_clusters:cluster_1,0.6197533,0.18899257,0.49430496,0.08861736,-0.031246828,0.39787993,0.25882873,1.0,0.882696
syllables_clusters:cluster_2,0.531176,0.0600169,0.421194,-0.007248659,0.09064108,0.39215556,0.16838594,0.882696,1.0
