,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6342082,0.8595707,0.48588493,0.06313005
cluster_2,0.6342082,1.0,0.6306582,0.31755963,0.1348296
cluster_3,0.8595707,0.6306582,1.0,0.46942666,0.058746886
cluster_4,0.48588493,0.31755963,0.46942666,1.0,0.2825708
cluster_5,0.06313005,0.1348296,0.058746886,0.2825708,1.0
