,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.73689187,0.71403927,0.7403397,0.25530702
cluster_2,0.73689187,1.0,0.5868221,0.70711815,0.23378243
cluster_3,0.71403927,0.5868221,1.0,0.6847142,0.14781319
cluster_4,0.7403397,0.70711815,0.6847142,1.0,0.16421065
cluster_5,0.25530702,0.23378243,0.14781319,0.16421065,1.0
