,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.63639426,0.5606955,0.4345464,0.30628076,0.24628514,0.5521024,0.45106184,0.38500005
auditory_clusters:cluster_2,0.63639426,1.0,0.55409944,0.41987464,0.123822756,0.19536811,0.39155477,0.32492638,0.26715204
auditory_clusters:cluster_3,0.5606955,0.55409944,1.0,0.26474193,0.23685797,0.13604599,0.31067342,0.34210494,0.27270204
auditory_clusters:cluster_4,0.4345464,0.41987464,0.26474193,1.0,0.11486347,0.18309312,0.34341803,0.03128999,-0.035607904
auditory_clusters:cluster_5,0.30628076,0.123822756,0.23685797,0.11486347,1.0,0.4299603,0.41840994,0.2000669,0.17271404
auditory_clusters:cluster_6,0.24628514,0.19536811,0.13604599,0.18309312,0.4299603,1.0,0.32200822,0.122346595,0.10920001
auditory_clusters:cluster_7,0.5521024,0.39155477,0.31067342,0.34341803,0.41840994,0.32200822,1.0,0.19387244,0.15163979
syllables_clusters:cluster_1,0.45106184,0.32492638,0.34210494,0.03128999,0.2000669,0.122346595,0.19387244,1.0,0.9054949
syllables_clusters:cluster_2,0.38500005,0.26715204,0.27270204,-0.035607904,0.17271404,0.10920001,0.15163979,0.9054949,1.0
