,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.44134963,0.20900027,0.18359293,0.32427245,0.8933598,0.44762185,0.34359357,0.23785187,-0.19880606
bigrams_clusters:cluster_2,0.44134963,1.0,0.5071605,0.31737286,0.2628774,0.5946269,0.8782677,0.6172766,0.4630739,0.077816166
bigrams_clusters:cluster_3,0.20900027,0.5071605,1.0,0.30859035,0.36604193,0.33827427,0.5281126,0.6735939,0.2632726,-0.09091208
bigrams_clusters:cluster_4,0.18359293,0.31737286,0.30859035,1.0,0.62534785,0.29275006,0.328005,0.39432994,0.30801168,0.3131837
bigrams_clusters:cluster_5,0.32427245,0.2628774,0.36604193,0.62534785,1.0,0.37572032,0.36299312,0.31816262,0.26995036,-0.30809537
visual_clusters:cluster_1,0.8933598,0.5946269,0.33827427,0.29275006,0.37572032,1.0,0.582853,0.53482,0.4447032,-0.11768829
visual_clusters:cluster_2,0.44762185,0.8782677,0.5281126,0.328005,0.36299312,0.582853,1.0,0.56363535,0.44477898,0.009599239
visual_clusters:cluster_3,0.34359357,0.6172766,0.6735939,0.39432994,0.31816262,0.53482,0.56363535,1.0,0.5423782,0.069695406
visual_clusters:cluster_4,0.23785187,0.4630739,0.2632726,0.30801168,0.26995036,0.4447032,0.44477898,0.5423782,1.0,0.12812886
visual_clusters:cluster_5,-0.19880606,0.077816166,-0.09091208,0.3131837,-0.30809537,-0.11768829,0.009599239,0.069695406,0.12812886,1.0
