,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.44744813,0.61709005,0.51089644,0.32808012
cluster_2,0.44744813,1.0,0.54355586,0.16284584,0.2788168
cluster_3,0.61709005,0.54355586,1.0,0.40763688,0.2703647
cluster_4,0.51089644,0.16284584,0.40763688,1.0,0.20144248
cluster_5,0.32808012,0.2788168,0.2703647,0.20144248,1.0
