,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.42065847,0.5896511,0.6284916,0.2617052
cluster_2,0.42065847,1.0,0.1134264,0.2448508,0.17496961
cluster_3,0.5896511,0.1134264,1.0,0.43867704,0.18902816
cluster_4,0.6284916,0.2448508,0.43867704,1.0,0.37058878
cluster_5,0.2617052,0.17496961,0.18902816,0.37058878,1.0
