,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6302068,0.7894961,0.2684873,0.24949239,0.9616089,0.62486863,0.6234106,0.32636386,0.19685161
bigrams_clusters:cluster_2,0.6302068,1.0,0.60484666,0.15609375,0.10173908,0.59850556,0.8867133,0.32951903,0.1375493,0.07271448
bigrams_clusters:cluster_3,0.7894961,0.60484666,1.0,0.098314226,0.048561856,0.79024476,0.54616106,0.7136637,0.26967058,0.0191158
bigrams_clusters:cluster_4,0.2684873,0.15609375,0.098314226,1.0,0.7845519,0.3041192,0.1845442,0.20283805,0.45956558,0.8384939
bigrams_clusters:cluster_5,0.24949239,0.10173908,0.048561856,0.7845519,1.0,0.27553168,0.14503792,0.16179125,0.3946894,0.70313233
visual_clusters:cluster_1,0.9616089,0.59850556,0.79024476,0.3041192,0.27553168,1.0,0.63512635,0.67965007,0.43360487,0.21521087
visual_clusters:cluster_2,0.62486863,0.8867133,0.54616106,0.1845442,0.14503792,0.63512635,1.0,0.3830816,0.25431094,0.09755144
visual_clusters:cluster_3,0.6234106,0.32951903,0.7136637,0.20283805,0.16179125,0.67965007,0.3830816,1.0,0.51909286,0.12214947
visual_clusters:cluster_4,0.32636386,0.1375493,0.26967058,0.45956558,0.3946894,0.43360487,0.25431094,0.51909286,1.0,0.3521586
visual_clusters:cluster_5,0.19685161,0.07271448,0.0191158,0.8384939,0.70313233,0.21521087,0.09755144,0.12214947,0.3521586,1.0
