,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.49817473,0.6403085,0.5108144,0.42580664,0.9579032,0.5990334,0.76202095,0.6389,0.2616792
bigrams_clusters:cluster_2,0.49817473,1.0,0.52069914,0.36010292,0.30009928,0.5621432,0.8627106,0.5639049,0.50008875,0.010273899
bigrams_clusters:cluster_3,0.6403085,0.52069914,1.0,0.33117,0.2130995,0.66937476,0.5635402,0.7707107,0.50625354,0.024697606
bigrams_clusters:cluster_4,0.5108144,0.36010292,0.33117,1.0,0.6947406,0.4729173,0.3884199,0.3889944,0.44480285,0.54172206
bigrams_clusters:cluster_5,0.42580664,0.30009928,0.2130995,0.6947406,1.0,0.42537853,0.36941388,0.39517108,0.39101112,0.4885116
visual_clusters:cluster_1,0.9579032,0.5621432,0.66937476,0.4729173,0.42537853,1.0,0.6490332,0.8236024,0.7105698,0.2018027
visual_clusters:cluster_2,0.5990334,0.8627106,0.5635402,0.3884199,0.36941388,0.6490332,1.0,0.6242362,0.56771004,0.107883185
visual_clusters:cluster_3,0.76202095,0.5639049,0.7707107,0.3889944,0.39517108,0.8236024,0.6242362,1.0,0.6878862,0.115515284
visual_clusters:cluster_4,0.6389,0.50008875,0.50625354,0.44480285,0.39101112,0.7105698,0.56771004,0.6878862,1.0,0.17807384
visual_clusters:cluster_5,0.2616792,0.010273899,0.024697606,0.54172206,0.4885116,0.2018027,0.107883185,0.115515284,0.17807384,1.0
