,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.36630446,0.6141203,0.6753409,0.34710163,0.6594243,0.7438874,0.6567257,0.39786494
auditory_clusters:cluster_2,0.36630446,1.0,0.32489076,0.589953,0.092419766,0.25526386,0.21964177,0.4381128,0.35601324
auditory_clusters:cluster_3,0.6141203,0.32489076,1.0,0.5296546,0.28414872,0.46040344,0.5299717,0.5009639,0.337029
auditory_clusters:cluster_4,0.6753409,0.589953,0.5296546,1.0,0.19348185,0.51490355,0.4416664,0.6063089,0.3591938
auditory_clusters:cluster_5,0.34710163,0.092419766,0.28414872,0.19348185,1.0,0.32279906,0.45982006,0.18324798,0.20033242
auditory_clusters:cluster_6,0.6594243,0.25526386,0.46040344,0.51490355,0.32279906,1.0,0.48208097,0.47336864,0.3584294
auditory_clusters:cluster_7,0.7438874,0.21964177,0.5299717,0.4416664,0.45982006,0.48208097,1.0,0.4385306,0.32165685
syllables_clusters:cluster_1,0.6567257,0.4381128,0.5009639,0.6063089,0.18324798,0.47336864,0.4385306,1.0,0.8064944
syllables_clusters:cluster_2,0.39786494,0.35601324,0.337029,0.3591938,0.20033242,0.3584294,0.32165685,0.8064944,1.0
