,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.4903087,0.54099065,0.28848317,0.24308264,0.92987084,0.22374564,0.5517894,0.52913153,0.26066753
bigrams_clusters:cluster_2,0.4903087,1.0,0.521361,0.20697019,0.23596236,0.5006745,0.82071996,0.4693014,0.41347015,0.18750697
bigrams_clusters:cluster_3,0.54099065,0.521361,1.0,0.18703184,0.22337322,0.5689174,0.2841265,0.7876504,0.56390285,0.18765143
bigrams_clusters:cluster_4,0.28848317,0.20697019,0.18703184,1.0,0.7379085,0.25481313,0.20379168,0.16015795,0.6120682,0.9126391
bigrams_clusters:cluster_5,0.24308264,0.23596236,0.22337322,0.7379085,1.0,0.19102812,0.17454834,0.15839681,0.41251755,0.67798936
visual_clusters:cluster_1,0.92987084,0.5006745,0.5689174,0.25481313,0.19102812,1.0,0.21362752,0.61778927,0.564203,0.24451953
visual_clusters:cluster_2,0.22374564,0.82071996,0.2841265,0.20379168,0.17454834,0.21362752,1.0,0.2511274,0.3207789,0.22266011
visual_clusters:cluster_3,0.5517894,0.4693014,0.7876504,0.16015795,0.15839681,0.61778927,0.2511274,1.0,0.65626293,0.15384936
visual_clusters:cluster_4,0.52913153,0.41347015,0.56390285,0.6120682,0.41251755,0.564203,0.3207789,0.65626293,1.0,0.62854725
visual_clusters:cluster_5,0.26066753,0.18750697,0.18765143,0.9126391,0.67798936,0.24451953,0.22266011,0.15384936,0.62854725,1.0
