,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.24026605,0.4597574,0.5352816,0.34222272
cluster_2,0.24026605,1.0,0.27173123,0.33594373,0.31131965
cluster_3,0.4597574,0.27173123,1.0,0.42692962,0.14176846
cluster_4,0.5352816,0.33594373,0.42692962,1.0,0.42139313
cluster_5,0.34222272,0.31131965,0.14176846,0.42139313,1.0
