,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5939901,0.5110555,0.13154712,0.055146933
cluster_2,0.5939901,1.0,0.31386712,0.20000327,0.19308724
cluster_3,0.5110555,0.31386712,1.0,0.5499573,0.10622378
cluster_4,0.13154712,0.20000327,0.5499573,1.0,0.3431274
cluster_5,0.055146933,0.19308724,0.10622378,0.3431274,1.0
