,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.4037888,0.118701115,0.5092113,0.23844667,0.05880802,0.73683983,0.46397686,0.27051136
auditory_clusters:cluster_2,0.4037888,1.0,0.025590207,0.44470474,0.26784077,0.009475452,0.448193,0.2812134,0.2198458
auditory_clusters:cluster_3,0.118701115,0.025590207,1.0,-0.011023779,0.033871718,-0.16462596,0.030284705,-0.060667902,-0.12510762
auditory_clusters:cluster_4,0.5092113,0.44470474,-0.011023779,1.0,0.1774252,-0.26016518,0.47818992,0.31326726,0.11028055
auditory_clusters:cluster_5,0.23844667,0.26784077,0.033871718,0.1774252,1.0,-0.08140185,0.23736946,0.11671566,0.10433876
auditory_clusters:cluster_6,0.05880802,0.009475452,-0.16462596,-0.26016518,-0.08140185,1.0,-0.092287995,0.084699996,0.11915579
auditory_clusters:cluster_7,0.73683983,0.448193,0.030284705,0.47818992,0.23736946,-0.092287995,1.0,0.4011943,0.36794224
syllables_clusters:cluster_1,0.46397686,0.2812134,-0.060667902,0.31326726,0.11671566,0.084699996,0.4011943,1.0,0.82563233
syllables_clusters:cluster_2,0.27051136,0.2198458,-0.12510762,0.11028055,0.10433876,0.11915579,0.36794224,0.82563233,1.0
