,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.61303216,0.626406,0.26731178,0.38078067,0.94644505,0.6298085,0.41705185,0.5720983,0.18759963
bigrams_clusters:cluster_2,0.61303216,1.0,0.56110716,0.27029672,0.25271875,0.63453203,0.8848808,0.41917342,0.47474164,0.18560894
bigrams_clusters:cluster_3,0.626406,0.56110716,1.0,0.22386219,0.30296668,0.6699309,0.4795476,0.70206106,0.49932793,0.15137047
bigrams_clusters:cluster_4,0.26731178,0.27029672,0.22386219,1.0,0.62883395,0.34443915,0.32233024,0.18162738,0.45788115,0.62099785
bigrams_clusters:cluster_5,0.38078067,0.25271875,0.30296668,0.62883395,1.0,0.4208945,0.31203696,0.1550471,0.5172721,0.47504088
visual_clusters:cluster_1,0.94644505,0.63453203,0.6699309,0.34443915,0.4208945,1.0,0.6614751,0.47660717,0.6537763,0.22990261
visual_clusters:cluster_2,0.6298085,0.8848808,0.4795476,0.32233024,0.31203696,0.6614751,1.0,0.39865977,0.5266048,0.19870678
visual_clusters:cluster_3,0.41705185,0.41917342,0.70206106,0.18162738,0.1550471,0.47660717,0.39865977,1.0,0.540297,0.0010596791
visual_clusters:cluster_4,0.5720983,0.47474164,0.49932793,0.45788115,0.5172721,0.6537763,0.5266048,0.540297,1.0,0.31674218
visual_clusters:cluster_5,0.18759963,0.18560894,0.15137047,0.62099785,0.47504088,0.22990261,0.19870678,0.0010596791,0.31674218,1.0
