,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.5265809,0.553336,0.16659258,0.22692563,0.9654471,0.47039363,0.7793672,0.45151776,0.13520703
bigrams_clusters:cluster_2,0.5265809,1.0,0.32851398,0.15195806,0.16678365,0.50834405,0.9175427,0.5163442,0.3478648,0.20374803
bigrams_clusters:cluster_3,0.553336,0.32851398,1.0,0.008832703,0.04657764,0.53652024,0.22624792,0.7153197,0.1684714,0.05410897
bigrams_clusters:cluster_4,0.16659258,0.15195806,0.008832703,1.0,0.5879339,0.14248201,0.095169865,0.06428086,0.27445573,0.6907397
bigrams_clusters:cluster_5,0.22692563,0.16678365,0.04657764,0.5879339,1.0,0.21184346,0.15008026,0.20853145,0.4344683,0.5481029
visual_clusters:cluster_1,0.9654471,0.50834405,0.53652024,0.14248201,0.21184346,1.0,0.4603712,0.7967739,0.46418267,0.109842464
visual_clusters:cluster_2,0.47039363,0.9175427,0.22624792,0.095169865,0.15008026,0.4603712,1.0,0.49276716,0.3748125,0.094633065
visual_clusters:cluster_3,0.7793672,0.5163442,0.7153197,0.06428086,0.20853145,0.7967739,0.49276716,1.0,0.51536167,0.051916286
visual_clusters:cluster_4,0.45151776,0.3478648,0.1684714,0.27445573,0.4344683,0.46418267,0.3748125,0.51536167,1.0,0.20408621
visual_clusters:cluster_5,0.13520703,0.20374803,0.05410897,0.6907397,0.5481029,0.109842464,0.094633065,0.051916286,0.20408621,1.0
