,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.7008105,0.72781616,0.3039015,0.19711559,0.96815866,0.70461464,0.67852783,0.6840026,0.19715579
bigrams_clusters:cluster_2,0.7008105,1.0,0.74615365,0.34470555,0.2176779,0.72191113,0.970142,0.57501066,0.72159654,0.16017552
bigrams_clusters:cluster_3,0.72781616,0.74615365,1.0,0.33617455,0.26689422,0.7437691,0.7470802,0.79683334,0.63318723,0.17606324
bigrams_clusters:cluster_4,0.3039015,0.34470555,0.33617455,1.0,0.7334629,0.3370935,0.3819653,0.27788275,0.325084,0.8066279
bigrams_clusters:cluster_5,0.19711559,0.2176779,0.26689422,0.7334629,1.0,0.22141683,0.24293768,0.2766658,0.21688478,0.5275161
visual_clusters:cluster_1,0.96815866,0.72191113,0.7437691,0.3370935,0.22141683,1.0,0.7308749,0.70841485,0.7320595,0.22765997
visual_clusters:cluster_2,0.70461464,0.970142,0.7470802,0.3819653,0.24293768,0.7308749,1.0,0.57301754,0.70197576,0.21400031
visual_clusters:cluster_3,0.67852783,0.57501066,0.79683334,0.27788275,0.2766658,0.70841485,0.57301754,1.0,0.6675499,0.12242588
visual_clusters:cluster_4,0.6840026,0.72159654,0.63318723,0.325084,0.21688478,0.7320595,0.70197576,0.6675499,1.0,0.116018735
visual_clusters:cluster_5,0.19715579,0.16017552,0.17606324,0.8066279,0.5275161,0.22765997,0.21400031,0.12242588,0.116018735,1.0
