,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.63500196,0.3524118,0.38602334,0.5260043,0.9560279,0.61709446,0.5800078,0.47415602,0.3604489
bigrams_clusters:cluster_2,0.63500196,1.0,0.46976167,0.38437614,0.40408605,0.6390971,0.92522496,0.6690901,0.4847519,0.2689396
bigrams_clusters:cluster_3,0.3524118,0.46976167,1.0,0.3444089,0.30667907,0.37409616,0.3658809,0.79197645,0.35966536,0.14820208
bigrams_clusters:cluster_4,0.38602334,0.38437614,0.3444089,1.0,0.6926781,0.4224563,0.33166155,0.49803522,0.4358049,0.68071777
bigrams_clusters:cluster_5,0.5260043,0.40408605,0.30667907,0.6926781,1.0,0.52318954,0.3834756,0.43026474,0.5084329,0.6872189
visual_clusters:cluster_1,0.9560279,0.6390971,0.37409616,0.4224563,0.52318954,1.0,0.62558347,0.6499659,0.552026,0.35370907
visual_clusters:cluster_2,0.61709446,0.92522496,0.3658809,0.33166155,0.3834756,0.62558347,1.0,0.5905797,0.48642635,0.24074788
visual_clusters:cluster_3,0.5800078,0.6690901,0.79197645,0.49803522,0.43026474,0.6499659,0.5905797,1.0,0.59533536,0.2568855
visual_clusters:cluster_4,0.47415602,0.4847519,0.35966536,0.4358049,0.5084329,0.552026,0.48642635,0.59533536,1.0,0.36742112
visual_clusters:cluster_5,0.3604489,0.2689396,0.14820208,0.68071777,0.6872189,0.35370907,0.24074788,0.2568855,0.36742112,1.0
