,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.58765686,0.65496707,0.4556099,0.24829055
cluster_2,0.58765686,1.0,0.5774445,0.4333636,0.20240067
cluster_3,0.65496707,0.5774445,1.0,0.5864149,0.18805018
cluster_4,0.4556099,0.4333636,0.5864149,1.0,0.55053246
cluster_5,0.24829055,0.20240067,0.18805018,0.55053246,1.0
