,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.45142856,0.46371725,0.4867455,0.22220781,0.9744153,0.5449124,0.51440966,0.60390925,0.35393754
bigrams_clusters:cluster_2,0.45142856,1.0,0.47997317,0.29925165,0.23770867,0.4661284,0.90422666,0.52390033,0.73984396,-0.079673104
bigrams_clusters:cluster_3,0.46371725,0.47997317,1.0,0.31506792,0.18628648,0.4644323,0.38377693,0.78647065,0.37830967,0.06595141
bigrams_clusters:cluster_4,0.4867455,0.29925165,0.31506792,1.0,0.54920274,0.48605296,0.2993252,0.4407003,0.3755639,0.7508308
bigrams_clusters:cluster_5,0.22220781,0.23770867,0.18628648,0.54920274,1.0,0.24026522,0.13464749,0.16471648,0.09531747,0.2288507
visual_clusters:cluster_1,0.9744153,0.4661284,0.4644323,0.48605296,0.24026522,1.0,0.5532782,0.5227266,0.6016546,0.34820127
visual_clusters:cluster_2,0.5449124,0.90422666,0.38377693,0.2993252,0.13464749,0.5532782,1.0,0.4720994,0.78065664,0.0162167
visual_clusters:cluster_3,0.51440966,0.52390033,0.78647065,0.4407003,0.16471648,0.5227266,0.4720994,1.0,0.51058435,0.10893672
visual_clusters:cluster_4,0.60390925,0.73984396,0.37830967,0.3755639,0.09531747,0.6016546,0.78065664,0.51058435,1.0,0.1298985
visual_clusters:cluster_5,0.35393754,-0.079673104,0.06595141,0.7508308,0.2288507,0.34820127,0.0162167,0.10893672,0.1298985,1.0
