,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.60732245,0.58592194,0.37430468,0.27883816,0.93917024,0.62712914,0.60709023,0.62663406,0.31122562
bigrams_clusters:cluster_2,0.60732245,1.0,0.6536881,0.28930652,0.07011085,0.7177589,0.94038504,0.53546125,0.54969996,0.11531874
bigrams_clusters:cluster_3,0.58592194,0.6536881,1.0,0.28517097,0.1497519,0.6470414,0.6411369,0.82010686,0.648449,0.19717464
bigrams_clusters:cluster_4,0.37430468,0.28930652,0.28517097,1.0,0.46069914,0.42700815,0.33430403,0.37564695,0.5974074,0.73086584
bigrams_clusters:cluster_5,0.27883816,0.07011085,0.1497519,0.46069914,1.0,0.278792,0.115761586,0.21624051,0.26612607,0.51347125
visual_clusters:cluster_1,0.93917024,0.7177589,0.6470414,0.42700815,0.278792,1.0,0.7442902,0.6874532,0.6974253,0.30905473
visual_clusters:cluster_2,0.62712914,0.94038504,0.6411369,0.33430403,0.115761586,0.7442902,1.0,0.5526092,0.5785029,0.17152359
visual_clusters:cluster_3,0.60709023,0.53546125,0.82010686,0.37564695,0.21624051,0.6874532,0.5526092,1.0,0.7536196,0.29774368
visual_clusters:cluster_4,0.62663406,0.54969996,0.648449,0.5974074,0.26612607,0.6974253,0.5785029,0.7536196,1.0,0.42628288
visual_clusters:cluster_5,0.31122562,0.11531874,0.19717464,0.73086584,0.51347125,0.30905473,0.17152359,0.29774368,0.42628288,1.0
