,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.58030385,0.71247727,0.7532956,0.41583088
cluster_2,0.58030385,1.0,0.5515564,0.58210456,0.24693647
cluster_3,0.71247727,0.5515564,1.0,0.6914304,0.371178
cluster_4,0.7532956,0.58210456,0.6914304,1.0,0.4521493
cluster_5,0.41583088,0.24693647,0.371178,0.4521493,1.0
