,AUD_AWFA,AWFA_p-e09,BIG_OWFA,SYL_mAWFA,VIS_IFG,VIS_VWFA,mAWFA_p-e09
AUD_AWFA,1.0,0.9216817,0.48406807,0.66601384,0.71650666,0.57771015,0.56403947
AWFA_p-e09,0.9216817,1.0,0.4707636,0.5991405,0.6880193,0.50400835,0.4880613
BIG_OWFA,0.48406807,0.4707636,1.0,0.42447406,0.5499476,0.5562344,0.34697098
SYL_mAWFA,0.66601384,0.5991405,0.42447406,1.0,0.6983033,0.5986867,0.950868
VIS_IFG,0.71650666,0.6880193,0.5499476,0.6983033,1.0,0.67629087,0.58697146
VIS_VWFA,0.57771015,0.50400835,0.5562344,0.5986867,0.67629087,1.0,0.5214114
mAWFA_p-e09,0.56403947,0.4880613,0.34697098,0.950868,0.58697146,0.5214114,1.0
