,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.8269487,0.8057919,0.8138929,0.27741072
cluster_2,0.8269487,1.0,0.664872,0.7332862,0.18486638
cluster_3,0.8057919,0.664872,1.0,0.7152393,0.14120862
cluster_4,0.8138929,0.7332862,0.7152393,1.0,0.4173968
cluster_5,0.27741072,0.18486638,0.14120862,0.4173968,1.0
