,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.62804955,0.5815414,0.30178645,0.24510625,0.9738991,0.5145252,0.7842597,0.56998473,0.13715996
bigrams_clusters:cluster_2,0.62804955,1.0,0.33765942,0.33504727,0.23884754,0.64705926,0.8870979,0.46000028,0.52629685,0.21141377
bigrams_clusters:cluster_3,0.5815414,0.33765942,1.0,0.0650057,0.11863033,0.553435,0.14975557,0.6661513,0.2351186,0.00863977
bigrams_clusters:cluster_4,0.30178645,0.33504727,0.0650057,1.0,0.6059871,0.30850378,0.29117706,0.21607389,0.63490915,0.80301964
bigrams_clusters:cluster_5,0.24510625,0.23884754,0.11863033,0.6059871,1.0,0.23180558,0.09329324,0.20046738,0.36810383,0.43743214
visual_clusters:cluster_1,0.9738991,0.64705926,0.553435,0.30850378,0.23180558,1.0,0.539448,0.80627304,0.59815353,0.1423601
visual_clusters:cluster_2,0.5145252,0.8870979,0.14975557,0.29117706,0.09329324,0.539448,1.0,0.28290942,0.48525348,0.19772506
visual_clusters:cluster_3,0.7842597,0.46000028,0.6661513,0.21607389,0.20046738,0.80627304,0.28290942,1.0,0.51155156,0.1315039
visual_clusters:cluster_4,0.56998473,0.52629685,0.2351186,0.63490915,0.36810383,0.59815353,0.48525348,0.51155156,1.0,0.5097907
visual_clusters:cluster_5,0.13715996,0.21141377,0.00863977,0.80301964,0.43743214,0.1423601,0.19772506,0.1315039,0.5097907,1.0
