,AUD_AWFA,AWFA_p-e09,BIG_OWFA,SYL_mAWFA,VIS_IFG,VIS_VWFA,mAWFA_p-e09
AUD_AWFA,0.0,-0.009234993942490943,-0.06933262068751594,-0.15750268312155669,-0.060505790535068604,-0.1369449463504377,-0.1270840008316374
AWFA_p-e09,-0.009234993942490943,0.0,-0.08045342771027716,-0.127253277126462,-0.058408386018300895,-0.1362878996925987,-0.10113440465908069
BIG_OWFA,-0.06933262068751594,-0.08045342771027716,0.0,-0.3895571799283297,-0.023078610429949076,0.026106678568120156,-0.3583705971218301
SYL_mAWFA,-0.15750268312155669,-0.127253277126462,-0.3895571799283297,0.0,-0.21249718564085185,-0.48448418200829346,0.034768531175435435
VIS_IFG,-0.060505790535068604,-0.058408386018300895,-0.023078610429949076,-0.21249718564085185,0.0,-0.05903047813137846,-0.18000107954835276
VIS_VWFA,-0.1369449463504377,-0.1362878996925987,0.026106678568120156,-0.48448418200829346,-0.05903047813137846,0.0,-0.4416146987758784
mAWFA_p-e09,-0.1270840008316374,-0.10113440465908069,-0.3583705971218301,0.034768531175435435,-0.18000107954835276,-0.4416146987758784,0.0
