,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.28285217,0.3422892,0.31286523,0.20830989,0.9441993,0.34633487,0.5813598,0.5995464,0.28136176
bigrams_clusters:cluster_2,0.28285217,1.0,0.3048492,0.30920368,0.23321614,0.33472234,0.91370416,0.3068319,0.38177556,0.26555496
bigrams_clusters:cluster_3,0.3422892,0.3048492,1.0,0.15731639,0.10837764,0.35280135,0.21198376,0.7002756,0.19121745,0.11611223
bigrams_clusters:cluster_4,0.31286523,0.30920368,0.15731639,1.0,0.39006326,0.37964758,0.28296983,0.33993348,0.6078025,0.8188973
bigrams_clusters:cluster_5,0.20830989,0.23321614,0.10837764,0.39006326,1.0,0.171015,0.24619515,0.25256935,0.3890818,0.16570753
visual_clusters:cluster_1,0.9441993,0.33472234,0.35280135,0.37964758,0.171015,1.0,0.36970323,0.60153437,0.6541171,0.3671774
visual_clusters:cluster_2,0.34633487,0.91370416,0.21198376,0.28296983,0.24619515,0.36970323,1.0,0.30520165,0.41790816,0.22289057
visual_clusters:cluster_3,0.5813598,0.3068319,0.7002756,0.33993348,0.25256935,0.60153437,0.30520165,1.0,0.45280096,0.2536005
visual_clusters:cluster_4,0.5995464,0.38177556,0.19121745,0.6078025,0.3890818,0.6541171,0.41790816,0.45280096,1.0,0.5483646
visual_clusters:cluster_5,0.28136176,0.26555496,0.11611223,0.8188973,0.16570753,0.3671774,0.22289057,0.2536005,0.5483646,1.0
