,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5141556,0.63885677,0.6775933,0.25112933
cluster_2,0.5141556,1.0,0.48833534,0.42713293,0.09667022
cluster_3,0.63885677,0.48833534,1.0,0.61123323,0.27018413
cluster_4,0.6775933,0.42713293,0.61123323,1.0,0.49394718
cluster_5,0.25112933,0.09667022,0.27018413,0.49394718,1.0
